DIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
SUB HIMALAYAN WEST BENGAL & SIKKIM,1939,0,19.8,5.8,6.7,268.3,626.3,605.9,460.5,444.6,146.3,6.5,0.3,2591.1,19.8,280.8,2137.4,153.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1940,0.1,54.2,121.2,24.7,217.1,469.1,600.3,400.8,408.4,11.7,9.5,3.1,2320.2,54.2,363,1878.7,24.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1941,3.8,6.3,12.7,85.4,378.8,470.1,544.9,582.1,452.8,154.5,22,4.5,2718,10.1,477,2049.9,181
SUB HIMALAYAN WEST BENGAL & SIKKIM,1942,6.6,19.5,45.7,186.9,253.8,537.8,382.2,363.8,511.7,49.7,7.6,0,2365.4,26.1,486.4,1795.6,57.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1943,42,38.8,30.3,185,209.6,828.9,450,555.7,532.8,39.6,4,0.9,2917.6,80.8,424.9,2367.4,44.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1944,37.1,15.7,53.9,105.9,248.8,585.9,446.9,416.7,613.3,52.1,6.9,0,2583.2,52.8,408.6,2062.8,59
SUB HIMALAYAN WEST BENGAL & SIKKIM,1945,27.8,21.3,6.9,120.3,305.4,398.3,551.3,680,406.9,235.9,0,1.3,2755.4,49.2,432.6,2036.5,237.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1946,0,11.6,34.2,182.8,248.7,523.4,599.9,401.1,461.7,297,7.8,0.2,2768.5,11.6,465.7,1986.1,305.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1947,1.6,0.8,93.4,76,171.1,377.7,688.1,439.2,542,141.9,1.9,0.5,2534.1,2.4,340.5,2046.9,144.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1948,0.5,15.5,21.5,178.3,357.5,556.3,798,415.5,349.2,185.8,57.1,1.3,2936.6,15.9,557.3,2119.1,244.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1949,9.6,25.5,14.1,281.8,351.9,660.9,645.1,586.3,395.8,311.4,0.1,5.1,3287.7,35.1,647.8,2288.1,316.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1950,0.3,19.6,27.9,48.4,210.4,747.5,570.9,639.9,366.2,131,0.2,0.3,2762.5,19.9,286.7,2324.5,131.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1951,1,0.5,22.7,69.3,239.8,546.5,778.3,503.7,326.1,158,37.3,0,2683.1,1.5,331.7,2154.5,195.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1952,1.3,22.2,80.8,168.2,420.8,580.6,713,522.9,587.9,148.8,20.7,3.7,3270.7,23.4,669.9,2404.3,173.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1953,28.2,10.7,88.1,64.5,253.2,427.7,755.2,315.5,540.7,105.7,0.4,4.1,2594,39,405.8,2039.1,110.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1954,15.7,10.2,10,71.1,308.9,841.5,961.5,496.2,250.8,85.6,0.7,3.5,3055.6,25.9,390,2549.9,89.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1955,4.6,2.8,34.6,71.5,220.5,541,1064.6,626.2,365,51.3,6.1,4.6,2992.9,7.4,326.6,2596.9,62
SUB HIMALAYAN WEST BENGAL & SIKKIM,1956,14.8,1.4,42.6,164.9,420.9,747.9,471.4,486.8,285.2,215.8,30.1,3.6,2885.5,16.2,628.4,1991.4,249.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1957,103,8.9,25.5,10.6,167.7,430.2,650.6,535.4,208.4,73.7,7.7,3.8,2225.5,112,203.7,1824.6,85.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1958,8.1,17.5,14.8,120.6,269.4,487.8,500.3,898.1,353.2,145.6,1.8,3,2820.3,25.6,404.8,2239.4,150.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1959,99.8,5.7,64.3,111.6,218.7,565.9,538.6,291.7,337.9,345,0.9,0.1,2580.1,105.5,394.6,1734.2,346
SUB HIMALAYAN WEST BENGAL & SIKKIM,1960,0.1,6.5,52,4.8,293.2,407.2,764.5,387.2,623,71.9,0,0,2610.5,6.6,350,2182,71.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1961,11.5,38.9,19.6,39.3,279.2,448.3,448.9,542,341.5,127.5,2.1,5.4,2304.2,50.4,338.1,1780.8,135
SUB HIMALAYAN WEST BENGAL & SIKKIM,1962,33,21.7,14.4,57.2,318.7,537.1,516.6,663.2,279.5,77.4,0.4,2.6,2521.7,54.7,390.3,1996.4,80.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1963,2.1,0.7,32.2,103.9,323.6,409.4,676.1,611.9,267.7,152.5,21.7,3,2604.7,2.7,459.7,1965.1,177.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1964,0,1.2,9.4,127,184.7,613.2,959.1,445.6,486.8,151,3.4,0.1,2981.4,1.2,321,2504.7,154.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1965,0.2,22,48.2,69.5,232.4,444.6,697.6,830.2,345.7,39.5,32.7,0.2,2762.7,22.1,350.1,2318.2,72.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1966,29.5,7.6,3,51.5,231.7,287.5,741.5,682.8,357.3,100.9,18.3,3.8,2515.3,37.1,286.2,2069.1,123
SUB HIMALAYAN WEST BENGAL & SIKKIM,1967,2.3,0.1,98.8,85.3,213.7,727.5,901.6,274.1,409.4,128.7,7.9,11.1,2860.5,2.4,397.8,2312.6,147.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1968,26.3,4.7,34.3,90.8,237.3,646.7,827.6,594.2,514.8,314.3,87.3,0.5,3378.8,31,362.4,2583.3,402.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1969,11.5,2.8,45.1,77.5,273.3,504.8,550.5,448.2,431.2,45.8,34.1,0,2424.9,14.4,396,1934.6,79.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1970,18,13.4,7.6,162.5,162.7,556.6,731.2,425.4,560.8,60.7,3.3,0,2702.3,31.4,332.9,2273.9,64.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1971,28.4,21.3,63,239.8,244.5,757.6,599.5,542,375.4,328.7,24.8,1.9,3226.8,49.7,547.4,2274.4,355.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1972,9.4,41.6,52.1,134.3,287.5,457.2,590.3,335.1,407.1,86.8,12.3,0.9,2414.6,51,473.9,1789.7,100
SUB HIMALAYAN WEST BENGAL & SIKKIM,1973,13.8,35.9,40.8,82.9,324.3,679.8,426.5,424.7,474.1,281.3,16.6,3.9,2804.6,49.7,448,2005.1,301.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1974,19.1,2.5,94.4,210.8,339,508.1,826.8,673.7,480.8,175,3,8.3,3341.6,21.6,644.2,2489.4,186.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1975,20.4,29.9,15.6,83.7,251.1,493.2,808.2,263.8,515.7,174.6,1,6.6,2663.6,50.2,350.4,2080.8,182.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1976,8.8,51,27.3,112.8,303.5,649.2,531.9,671.7,288,113.1,35.5,1.2,2793.9,59.7,443.6,2140.8,149.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1977,6.6,16,67.6,245.6,308.1,466,502.9,627.8,316,263.7,60.8,25.3,2906.5,22.6,621.3,1912.7,349.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1978,14.7,17.9,49.3,136.7,313.3,515.5,545.2,274,376.5,62.9,61.1,10.8,2377.8,32.6,499.2,1711.1,134.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1979,8.1,26.8,15.1,100.6,142,261.7,741.7,432.4,427,286.5,31.7,38.1,2511.7,34.9,257.7,1862.9,356.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1980,11.6,44.8,77.3,130.4,300.1,485.9,774.4,692.5,477.5,151.2,0.9,2,3148.6,56.4,507.8,2430.4,154.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1981,48.8,23,77.8,185.6,273.7,468.6,833.1,540.9,453.2,38.1,9.2,17.3,2969.3,71.8,537.1,2295.9,64.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1982,0.2,9.9,47,125.6,174.5,499,749.5,305.5,341.6,54.1,20,10.6,2337.7,10.1,347.1,1895.7,84.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1983,26.7,56.9,35.3,87.7,335.3,557.9,758.4,295.6,535.8,125.1,3.2,20.8,2838.8,83.7,458.3,2147.6,149.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1984,29.3,11.3,42.6,127.3,360.1,474.6,737.2,364.8,405.5,179.1,5.1,11.5,2748.4,40.6,530,1982.1,195.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1985,2.2,30.5,43.2,69.5,358.6,532.7,907.4,372.7,464.5,211.9,17.4,27.3,3037.9,32.8,471.2,2277.3,256.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1986,1.3,5.8,7.9,122.4,152.1,436.4,545.4,363.2,493.9,215.1,15.5,6.4,2365.4,7.1,282.4,1838.9,237
SUB HIMALAYAN WEST BENGAL & SIKKIM,1987,2.8,35.3,79.8,152.7,148,451,791.9,836.6,530.3,150.3,5.6,1.2,3185.5,38.1,380.6,2609.8,157.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1988,6.8,24.6,71.2,96.5,268.8,304.9,831.7,990.5,446.6,76,18.4,5.5,3141.4,31.4,436.5,2573.6,99.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1989,21,41.6,45.8,58.1,358.4,551.3,629.8,407.8,593.6,98.9,30.7,17.6,2854.6,62.6,462.2,2182.5,147.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1990,3.8,109.9,80.1,158.3,358.2,554.7,814.1,916.6,440.6,115,0.4,13.7,3565.3,113.6,596.6,2726,129.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1991,41.5,24.2,45.8,102.7,283.7,691.4,592.6,500.9,689.5,67.8,1.7,30.4,3072.4,65.7,432.3,2474.4,99.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1992,10,46.7,26,84,253.4,328.1,736.3,458,276.4,125.5,5,9.5,2358.8,56.7,363.4,1798.8,140
SUB HIMALAYAN WEST BENGAL & SIKKIM,1993,37.6,35.2,58.8,136.9,320.5,449.6,723.9,521.6,352.2,228.8,28.4,2.4,2895.9,72.9,516.2,2047.3,259.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1994,49.6,55,114.1,126.6,243.3,388,357.3,396.1,302.1,84.3,8.5,2.2,2127.3,104.6,484.1,1443.6,95
SUB HIMALAYAN WEST BENGAL & SIKKIM,1995,17.9,41.1,50.6,84.2,349.6,859,775.3,539.2,638.5,99.7,88.6,14,3557.8,59,484.5,2812,202.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1996,30.9,34.2,59.5,85,401.7,334.6,863.6,545.1,337.9,107.3,0.4,0,2800.3,65.1,546.1,2081.3,107.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1997,18.9,31.3,76.4,119.5,166.9,613.3,488.1,479,443.9,41.3,16.3,56.5,2551.4,50.2,362.9,2024.2,114.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1998,13.6,37,125.1,154.1,254.2,653,854.6,860.4,478.9,209.1,13.1,2.1,3655.1,50.5,533.4,2846.8,224.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1999,8.7,6.2,17.9,156,335.4,550.5,831.7,751.6,404.1,246,10.7,4.5,3323.3,14.9,509.3,2537.9,261.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,2000,10.7,36.2,55.1,185.1,326.5,649.6,574.3,498.1,465.8,82.9,22.6,1.2,2908,46.9,566.6,2187.8,106.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,2001,4,20.5,50.2,134.8,347.2,472.2,399,424.5,434.9,282.8,36.6,5.9,2612.6,24.5,532.2,1730.5,325.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,2002,30.1,10,95.6,237.1,181.7,407.2,743.3,406.6,340.1,75.7,8.7,10.8,2547,40.1,514.4,1897.2,95.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,2003,17,79.2,90.1,171.4,211.7,516.6,703,354,321.4,223,16.4,19.2,2723.3,96.3,473.3,1895.1,258.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,2004,19.9,11.5,40.5,163.5,287.5,489.5,739.5,356.4,394.7,198.4,9,4.4,2714.7,31.4,491.5,1980.1,211.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,2005,19.5,21,132.1,155.5,254,446.5,704.3,564.5,229.9,271.1,8.8,0.5,2807.7,40.6,541.6,1945.1,280.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,2006,0.7,17,39.8,119.3,270.5,446.2,470.2,295,456.8,118.4,20.3,7.9,2262.1,17.7,429.6,1668.2,146.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,2007,3.1,81.1,46.6,160.1,215.1,485.1,686.3,412.4,458.6,79.5,8.8,2,2638.9,84.2,421.7,2042.5,90.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2008,33.2,22.1,79.8,141.8,171.4,526.5,657.7,636.3,296.7,97.9,16.9,9.5,2689.9,55.3,393,2117.3,124.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2009,6,40.3,55,115.2,308.7,350.6,456.1,568.4,174.6,235.1,9.1,5.6,2324.6,46.3,478.9,1549.6,249.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,2010,5.6,19.6,77.6,176.6,335.9,558.1,593.4,461.3,308.1,66.2,7.9,2.2,2612.3,25.2,590,1920.8,76.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2011,8.5,19.9,71.2,135,247.8,419.8,612.3,470.3,356.3,46.7,26.7,4.3,2418.7,28.4,453.9,1858.6,77.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,2012,15.3,13.9,45.5,159.8,202.4,604.2,684.5,332.7,434.7,119.4,12.5,7.4,2632.2,29.2,407.7,2056,139.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2013,3,23.6,32.1,114.7,296.5,404.9,588.4,416.3,308,199.8,16.1,2.7,2406.1,26.7,443.4,1717.6,218.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,2014,0.2,26.6,37.7,47.9,308.6,543.2,384.6,563.3,371.5,31.2,5.3,2.4,2322.6,26.9,394.2,1862.6,38.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,2015,15.7,15,64.8,149,304.6,508.2,393.3,626.6,354.9,53.6,23.8,9,2518.6,30.7,518.5,1883,86.4
GANGETIC WEST BENGAL,1901,37.1,58.4,3.9,64.1,121.7,198,280.8,275.7,313.5,51.1,83.4,0,1487.6,95.5,189.7,1068,134.4
GANGETIC WEST BENGAL,1902,0,1.2,44.2,103.8,161.6,140.9,347.8,264.8,230.5,32.5,10.4,9.9,1347.7,1.2,309.6,984,52.9
GANGETIC WEST BENGAL,1903,17.5,24.6,37.3,30.6,78.5,201.7,179.6,277.6,300.7,198,8.2,0,1354.3,42.1,146.4,959.6,206.2
GANGETIC WEST BENGAL,1904,0.1,23.9,35.6,17.5,160.2,286.7,435.3,241.7,142.8,35.1,4.1,0.1,1383.1,24,213.3,1106.4,39.3
GANGETIC WEST BENGAL,1905,30.9,49.6,84.7,84.9,156.8,70.9,525.5,263.6,287.6,107.3,0,5.2,1666.9,80.5,326.3,1147.6,112.6
GANGETIC WEST BENGAL,1906,46.8,123.6,53.3,1.1,81.3,172,307.1,264.6,193.2,140,12.5,0,1395.6,170.4,135.7,936.9,152.6
GANGETIC WEST BENGAL,1907,0.7,24.2,94.9,39.7,92.3,347.6,217.5,249.9,232.3,13.3,0,24.7,1337,24.8,226.9,1047.3,38
GANGETIC WEST BENGAL,1908,27,5.1,1.9,5.2,109.9,380.4,383.5,290.4,174.9,21.3,0.2,0,1400,32.1,117.1,1229.2,21.5
GANGETIC WEST BENGAL,1909,5.6,6.4,0.6,145.2,97.2,335,232.4,504.3,273,75.3,1.3,21.4,1697.8,12.1,242.9,1344.8,98
GANGETIC WEST BENGAL,1910,23,10.8,9.4,48.4,101.7,241.8,319.4,250.9,209.6,170.7,0.2,0,1385.9,33.8,159.4,1021.8,170.9
GANGETIC WEST BENGAL,1911,1.2,2.9,42.8,35.3,110.4,276.6,168.4,261.5,260.2,93.3,12.3,0,1264.9,4.1,188.5,966.7,105.5
GANGETIC WEST BENGAL,1912,1.8,23.6,71.6,48.9,109.3,199.4,325.3,255,134.3,99.5,78.7,0,1347.4,25.3,229.8,914,178.2
GANGETIC WEST BENGAL,1913,4.1,110.7,35.1,12.8,157,512,367.7,290.3,186.2,122.6,18.5,9.8,1826.8,114.8,204.9,1356.3,150.9
GANGETIC WEST BENGAL,1914,0,31,21.8,56.4,230.9,192.8,400.8,218.8,186.4,28.5,0,16.4,1383.9,31,309.2,998.8,44.9
GANGETIC WEST BENGAL,1915,6.1,9.1,79.5,26.5,122.5,224.5,228.5,236.7,229.3,88.3,59,0.3,1310.3,15.1,228.5,919,147.6
GANGETIC WEST BENGAL,1916,0.6,2.1,0.5,58.3,42.3,378.5,148.9,320.5,283.8,286.7,78.2,0.1,1600.5,2.7,101.2,1131.6,365
GANGETIC WEST BENGAL,1917,0.4,33.6,19.7,29.4,171.4,366.8,321.8,259.9,204.7,358.3,9.7,0,1775.8,34,220.6,1153.2,368
GANGETIC WEST BENGAL,1918,1.3,0,22.9,81.1,177.8,374.6,194.2,366.8,169.2,4.1,0.3,3,1395.4,1.4,281.8,1104.8,7.5
GANGETIC WEST BENGAL,1919,41.9,19.3,10.5,61.8,125.3,306,299,385.9,148.9,48,35.7,0,1482.2,61.3,197.6,1139.8,83.6
GANGETIC WEST BENGAL,1920,0.4,36.7,152.5,14.6,77,127.8,380.3,294.4,171.2,106.1,2.5,0,1363.6,37.1,244.1,973.7,108.7
GANGETIC WEST BENGAL,1921,36.5,10.1,13.2,57.4,53.3,238.4,279.6,382.1,177.7,51.9,0,0,1300.2,46.6,123.9,1077.8,51.9
GANGETIC WEST BENGAL,1922,7.4,3.1,1.2,22,72.3,553,269.7,400.8,244.3,75.8,4.7,1.4,1655.6,10.5,95.4,1467.7,81.9
GANGETIC WEST BENGAL,1923,0.1,92.2,8.2,22.1,71.5,154.3,330.8,405.6,110.1,72.2,16.9,1.2,1285.2,92.3,101.8,1000.8,90.3
GANGETIC WEST BENGAL,1924,8.2,5.3,0.3,38.5,64.9,181.2,308,260.7,254.8,82.1,62.5,0,1266.5,13.5,103.7,1004.7,144.6
GANGETIC WEST BENGAL,1925,10.7,14.8,28.4,78.9,106.2,171.8,305.7,211.2,158.4,184.5,3.1,0,1273.6,25.5,213.5,847,187.6
GANGETIC WEST BENGAL,1926,26.4,9.5,111.3,25.6,85.5,103.7,579.3,431.3,243.7,78.9,0.9,9.1,1705.4,35.9,222.4,1358.1,89
GANGETIC WEST BENGAL,1927,31.6,37.4,9.1,22.3,96.7,227.7,317.4,224.6,161.6,58.6,3.7,0,1190.5,69,128.1,931.2,62.3
GANGETIC WEST BENGAL,1928,12.8,3.2,1.6,51.3,110.9,427,428.1,325.1,113.3,149.9,1.7,0.1,1625,15.9,163.8,1293.5,151.8
GANGETIC WEST BENGAL,1929,42.8,13.2,38.8,41.8,52.5,208.1,398.6,297.3,168.3,264.6,0,31.4,1557.3,56,133.1,1072.3,296
GANGETIC WEST BENGAL,1930,1.8,12.1,19.9,18.6,86.3,186.9,410.7,307.3,200.1,41.1,95.1,1.1,1380.8,13.8,124.8,1105,137.3
GANGETIC WEST BENGAL,1931,2.2,74.6,27.1,22.7,111.5,157.2,368.5,286.7,197,168.3,59,0.9,1475.8,76.8,161.3,1009.4,228.3
GANGETIC WEST BENGAL,1932,0,12.9,5.1,31.9,196.6,151.1,297.5,259.6,177.7,64.2,110.2,0,1306.9,12.9,233.6,885.9,174.4
GANGETIC WEST BENGAL,1933,16.3,53.3,3.7,75.6,171.6,326.3,384.9,420.8,266.9,144.8,2.1,0.8,1867.2,69.6,250.9,1398.9,147.7
GANGETIC WEST BENGAL,1934,5.5,19.6,0.6,39.9,58.6,200,209,269.6,197.1,85,14.9,17.8,1117.4,25.1,99,875.6,117.7
GANGETIC WEST BENGAL,1935,12.1,26.3,30.8,34.6,33.6,163.4,233.1,298.9,171.1,9.6,0,1.6,1015.1,38.3,99,866.5,11.2
GANGETIC WEST BENGAL,1936,9.8,12.6,20.3,16.4,223.8,299.9,331.4,251.4,253.9,74.7,4,7.5,1505.6,22.4,260.5,1136.6,86.1
GANGETIC WEST BENGAL,1937,0,112.8,8.6,16.8,130.3,300.8,265.6,280.4,295.7,109.2,1.9,0.4,1522.5,112.8,155.8,1142.5,111.4
GANGETIC WEST BENGAL,1938,15.7,33.1,2.8,8.9,234.9,233.7,244.6,310.2,160.8,78.9,14.2,0,1337.8,48.8,246.6,949.3,93.1
GANGETIC WEST BENGAL,1939,2.4,23.1,10.9,20.2,70.2,250.5,420.2,450.9,207.5,220.6,21.2,0.8,1698.4,25.5,101.3,1329.1,242.6
GANGETIC WEST BENGAL,1940,0.1,30.3,103.9,18.3,98.9,218.1,236.2,384.3,199.6,58.9,7.3,2.8,1358.5,30.3,221.1,1038.1,68.9
GANGETIC WEST BENGAL,1941,29.3,0.4,0.7,27.6,87.5,376.1,404.3,396.5,184.4,219.6,74.3,0.4,1801.1,29.7,115.9,1361.3,294.3
GANGETIC WEST BENGAL,1942,1.2,16.7,14.7,52,64.2,144.5,374.9,406.9,384.1,142.6,13.9,0,1615.6,18,130.8,1310.3,156.5
GANGETIC WEST BENGAL,1943,39.4,25.7,16.9,85.4,53.6,209.5,418.5,320.5,186.8,90,0,0,1446.2,65.1,155.9,1135.3,90
GANGETIC WEST BENGAL,1944,60,24.4,40.2,44.8,36.1,147.5,349.8,477.4,147,79.1,0.1,0,1406.4,84.3,121.1,1121.8,79.1
GANGETIC WEST BENGAL,1945,18,13.6,5.1,75.7,110.2,196.2,196.3,213.2,198.6,244.2,0.1,0.3,1271.5,31.6,191,804.3,244.6
GANGETIC WEST BENGAL,1946,0,4.2,11.3,131.5,117.6,247.4,297.4,374.2,305.3,196.8,28.3,0.2,1714.2,4.2,260.4,1224.3,225.3
GANGETIC WEST BENGAL,1947,3.4,13.1,43.3,18.4,104,172.7,348.9,292,237.4,95.9,0.5,33.5,1363,16.5,165.7,1050.9,129.9
GANGETIC WEST BENGAL,1948,13.2,44.9,48.4,52.6,135.9,200.4,268.4,323.6,214.3,116.7,113.6,0,1532.1,58.1,236.9,1006.8,230.3
GANGETIC WEST BENGAL,1949,6.8,3,33.5,114.7,188.9,214.5,325,285.5,209.8,110.5,1.3,0,1493.7,9.8,337.2,1034.8,111.8
GANGETIC WEST BENGAL,1950,0,6.5,25.9,14.1,101.2,371.1,338.8,373.3,176.4,93.3,115.2,0,1615.6,6.5,141.2,1259.5,208.5
GANGETIC WEST BENGAL,1951,0,0.4,62.1,13.1,67.4,180.7,253.5,260.3,200.1,140,36,0.4,1214,0.4,142.7,894.5,176.5
GANGETIC WEST BENGAL,1952,0.3,1.1,23.3,99.7,77,167.4,431,244.7,189.1,159.6,2.5,0,1395.7,1.4,199.9,1032.2,162.1
GANGETIC WEST BENGAL,1953,25.8,14.1,4.8,13.6,61.9,311.1,358.3,343.1,278.5,56,38.6,0,1505.8,39.9,80.3,1291,94.6
GANGETIC WEST BENGAL,1954,12.3,5.9,0.3,11.6,88.6,211.1,201.7,215.1,247.1,56.8,1.5,28,1080,18.2,100.5,875,86.3
GANGETIC WEST BENGAL,1955,2.9,2.3,11.4,24.3,48,174.7,338.8,251.9,188.1,151.9,73.9,0.1,1268.2,5.2,83.8,953.4,225.9
GANGETIC WEST BENGAL,1956,4.5,33.9,50.7,25.6,141.6,343.3,253.9,295.4,391.1,157.6,12.7,3.9,1714.2,38.3,217.9,1283.7,174.2
GANGETIC WEST BENGAL,1957,50.2,26.6,8.7,6,16.4,231.8,312.1,201.1,239.4,38.2,0.1,0,1130.5,76.8,31.1,984.4,38.3
GANGETIC WEST BENGAL,1958,12.7,25.6,13.3,37.9,58.3,95.2,280.1,215.1,294.7,109.3,8.9,0,1151.1,38.4,109.5,885.1,118.2
GANGETIC WEST BENGAL,1959,33.5,12.7,17.3,28.2,91.4,208.5,273.3,328.5,487.3,331.2,0.3,0.4,1812.9,46.3,137,1297.7,332
GANGETIC WEST BENGAL,1960,0.6,1.4,30.9,0.9,122.3,117.5,336.5,317.4,246.3,71.1,0.6,0,1245.5,2,154.2,1017.7,71.6
GANGETIC WEST BENGAL,1961,11.1,75.8,6.8,13.6,91.2,275,171.4,252.8,290.9,101,0.8,0.1,1290.4,86.8,111.6,990.1,101.9
GANGETIC WEST BENGAL,1962,8.8,13.1,6,54.5,80.3,185.6,241.1,209.3,233.6,141,0,0.1,1173.6,21.9,140.9,869.7,141.1
GANGETIC WEST BENGAL,1963,0.4,2.4,5.7,61.6,103.6,258.8,277.6,167.1,270.9,131.5,9.5,0.5,1289.5,2.7,170.9,974.4,141.5
GANGETIC WEST BENGAL,1964,2.7,11.1,18,58.3,84.7,136.2,404.2,211.3,219.9,124,8,0,1278.5,13.8,161.1,971.6,132
GANGETIC WEST BENGAL,1965,0.3,33.9,46.5,32.8,45.3,227.6,289.6,287,220.3,80.1,0.3,0.2,1263.7,34.2,124.5,1024.5,80.5
GANGETIC WEST BENGAL,1966,33.1,4.4,5.1,18.3,43.4,296,168.7,236.6,187.2,84.9,34.7,6.3,1118.7,37.5,66.8,888.5,125.9
GANGETIC WEST BENGAL,1967,52.5,3.3,44.9,65.3,53,131.6,247.8,368.8,326.2,52.3,1.3,1.4,1348.4,55.8,163.2,1074.4,55
GANGETIC WEST BENGAL,1968,5.7,7.6,7.7,12.6,35.5,368.8,418.2,472.2,115.2,115.9,37.8,0.6,1597.7,13.3,55.7,1374.3,154.3
GANGETIC WEST BENGAL,1969,4.7,5.1,20.9,80.2,89,139.8,276.2,418,300.9,45.9,23.2,0.2,1404,9.9,190.1,1134.9,69.3
GANGETIC WEST BENGAL,1970,10.8,15.1,30.8,16.8,63.5,323.2,285,219.8,472.6,195,15.8,0,1648.5,25.9,111.1,1300.7,210.9
GANGETIC WEST BENGAL,1971,30.6,14.2,4.8,174.2,122.1,260.3,472.5,573.4,252.8,163.5,31.4,0,2099.8,44.8,301.1,1559,194.9
GANGETIC WEST BENGAL,1972,2.8,43.1,4.1,16.4,25.1,125.9,288.3,543.2,222.5,59.7,2.1,0,1333.2,45.8,45.6,1179.9,61.8
GANGETIC WEST BENGAL,1973,1.3,8.9,67.6,26,134.2,204.2,304.9,335,401.6,206.6,20.9,23.9,1735.2,10.2,227.8,1245.7,251.5
GANGETIC WEST BENGAL,1974,3.6,0,83.1,29.8,94.5,96.4,438.5,317.1,262.7,140.3,4.6,0,1470.7,3.6,207.5,1114.6,144.9
GANGETIC WEST BENGAL,1975,9.9,18.7,10.6,38.1,65.8,156.6,364.9,331.1,286.3,141.6,42.6,0,1466.2,28.6,114.5,1138.9,184.2
GANGETIC WEST BENGAL,1976,0,32.8,20.7,47.5,133.1,148.9,296.6,279.6,197.5,52.1,31.2,0.6,1240.6,32.8,201.3,922.6,83.8
GANGETIC WEST BENGAL,1977,11.7,24.2,7.3,89.9,176.4,409.4,450.9,329.4,171.3,86.6,48,35.5,1840.6,35.9,273.6,1361,170.1
